,1231
2015-08-01 00:00:00,1046.0
2015-08-01 01:00:00,813.0
2015-08-01 02:00:00,474.0
2015-08-01 03:00:00,448.0
2015-08-01 04:00:00,360.0
2015-08-01 05:00:00,170.0
2015-08-01 06:00:00,173.0
2015-08-01 07:00:00,216.0
2015-08-01 08:00:00,345.0
2015-08-01 09:00:00,464.0
2015-08-01 10:00:00,586.0
2015-08-01 11:00:00,732.0
2015-08-01 12:00:00,753.0
2015-08-01 13:00:00,843.0
2015-08-01 14:00:00,835.0
2015-08-01 15:00:00,776.0
2015-08-01 16:00:00,822.0
2015-08-01 17:00:00,846.0
2015-08-01 18:00:00,987.0
2015-08-01 19:00:00,989.0
2015-08-01 20:00:00,815.0
2015-08-01 21:00:00,819.0
2015-08-01 22:00:00,1009.0
2015-08-01 23:00:00,1089.0
2015-08-02 00:00:00,904.0
2015-08-02 01:00:00,846.0
2015-08-02 02:00:00,566.0
2015-08-02 03:00:00,440.0
2015-08-02 04:00:00,349.0
2015-08-02 05:00:00,162.0
2015-08-02 06:00:00,138.0
2015-08-02 07:00:00,212.0
2015-08-02 08:00:00,373.0
2015-08-02 09:00:00,446.0
2015-08-02 10:00:00,603.0
2015-08-02 11:00:00,748.0
2015-08-02 12:00:00,788.0
2015-08-02 13:00:00,780.0
2015-08-02 14:00:00,812.0
2015-08-02 15:00:00,733.0
2015-08-02 16:00:00,719.0
2015-08-02 17:00:00,868.0
2015-08-02 18:00:00,978.0
2015-08-02 19:00:00,899.0
2015-08-02 20:00:00,759.0
2015-08-02 21:00:00,842.0
2015-08-02 22:00:00,731.0
2015-08-02 23:00:00,615.0
2015-08-03 00:00:00,394.0
2015-08-03 01:00:00,206.0
2015-08-03 02:00:00,108.0
2015-08-03 03:00:00,83.0
2015-08-03 04:00:00,86.0
2015-08-03 05:00:00,134.0
2015-08-03 06:00:00,331.0
2015-08-03 07:00:00,578.0
2015-08-03 08:00:00,906.0
2015-08-03 09:00:00,974.0
2015-08-03 10:00:00,919.0
2015-08-03 11:00:00,960.0
2015-08-03 12:00:00,972.0
2015-08-03 13:00:00,1076.0
2015-08-03 14:00:00,1089.0
2015-08-03 15:00:00,1018.0
2015-08-03 16:00:00,857.0
2015-08-03 17:00:00,956.0
2015-08-03 18:00:00,1228.0
2015-08-03 19:00:00,1228.0
2015-08-03 20:00:00,1123.0
2015-08-03 21:00:00,1178.0
2015-08-03 22:00:00,1031.0
2015-08-03 23:00:00,825.0
2015-08-04 00:00:00,524.0
2015-08-04 01:00:00,289.0
2015-08-04 02:00:00,177.0
2015-08-04 03:00:00,107.0
2015-08-04 04:00:00,94.0
2015-08-04 05:00:00,129.0
2015-08-04 06:00:00,329.0
2015-08-04 07:00:00,594.0
2015-08-04 08:00:00,973.0
2015-08-04 09:00:00,981.0
2015-08-04 10:00:00,1034.0
2015-08-04 11:00:00,1070.0
2015-08-04 12:00:00,1155.0
2015-08-04 13:00:00,1181.0
2015-08-04 14:00:00,1176.0
2015-08-04 15:00:00,991.0
2015-08-04 16:00:00,772.0
2015-08-04 17:00:00,803.0
2015-08-04 18:00:00,1086.0
2015-08-04 19:00:00,1288.0
2015-08-04 20:00:00,1182.0
2015-08-04 21:00:00,1212.0
2015-08-04 22:00:00,1138.0
2015-08-04 23:00:00,937.0
2015-08-05 00:00:00,686.0
2015-08-05 01:00:00,331.0
2015-08-05 02:00:00,158.0
