,1231
2016-04-01 00:00:00,709.0
2016-04-01 01:00:00,463.0
2016-04-01 02:00:00,296.0
2016-04-01 03:00:00,202.0
2016-04-01 04:00:00,159.0
2016-04-01 05:00:00,170.0
2016-04-01 06:00:00,322.0
2016-04-01 07:00:00,478.0
2016-04-01 08:00:00,738.0
2016-04-01 09:00:00,869.0
2016-04-01 10:00:00,824.0
2016-04-01 11:00:00,921.0
2016-04-01 12:00:00,970.0
2016-04-01 13:00:00,920.0
2016-04-01 14:00:00,1019.0
2016-04-01 15:00:00,933.0
2016-04-01 16:00:00,724.0
2016-04-01 17:00:00,782.0
2016-04-01 18:00:00,857.0
2016-04-01 19:00:00,920.0
2016-04-01 20:00:00,1154.0
2016-04-01 21:00:00,1129.0
2016-04-01 22:00:00,1162.0
2016-04-01 23:00:00,994.0
2016-04-02 00:00:00,816.0
2016-04-02 01:00:00,646.0
2016-04-02 02:00:00,482.0
2016-04-02 03:00:00,414.0
2016-04-02 04:00:00,336.0
2016-04-02 05:00:00,160.0
2016-04-02 06:00:00,228.0
2016-04-02 07:00:00,304.0
2016-04-02 08:00:00,342.0
2016-04-02 09:00:00,642.0
2016-04-02 10:00:00,776.0
2016-04-02 11:00:00,872.0
2016-04-02 12:00:00,934.0
2016-04-02 13:00:00,925.0
2016-04-02 14:00:00,927.0
2016-04-02 15:00:00,896.0
2016-04-02 16:00:00,836.0
2016-04-02 17:00:00,817.0
2016-04-02 18:00:00,1025.0
2016-04-02 19:00:00,1045.0
2016-04-02 20:00:00,1010.0
2016-04-02 21:00:00,942.0
2016-04-02 22:00:00,1067.0
2016-04-02 23:00:00,1119.0
2016-04-03 00:00:00,849.0
2016-04-03 01:00:00,749.0
2016-04-03 02:00:00,602.0
2016-04-03 03:00:00,452.0
2016-04-03 04:00:00,339.0
2016-04-03 05:00:00,175.0
2016-04-03 06:00:00,111.0
2016-04-03 07:00:00,178.0
2016-04-03 08:00:00,245.0
2016-04-03 09:00:00,418.0
2016-04-03 10:00:00,668.0
2016-04-03 11:00:00,761.0
2016-04-03 12:00:00,817.0
2016-04-03 13:00:00,872.0
2016-04-03 14:00:00,799.0
2016-04-03 15:00:00,757.0
2016-04-03 16:00:00,694.0
2016-04-03 17:00:00,724.0
2016-04-03 18:00:00,812.0
2016-04-03 19:00:00,778.0
2016-04-03 20:00:00,629.0
2016-04-03 21:00:00,608.0
2016-04-03 22:00:00,582.0
2016-04-03 23:00:00,361.0
2016-04-04 00:00:00,237.0
2016-04-04 01:00:00,120.0
2016-04-04 02:00:00,81.0
2016-04-04 03:00:00,67.0
2016-04-04 04:00:00,64.0
2016-04-04 05:00:00,116.0
2016-04-04 06:00:00,348.0
2016-04-04 07:00:00,517.0
2016-04-04 08:00:00,826.0
2016-04-04 09:00:00,928.0
2016-04-04 10:00:00,783.0
2016-04-04 11:00:00,874.0
2016-04-04 12:00:00,1014.0
2016-04-04 13:00:00,954.0
2016-04-04 14:00:00,1079.0
2016-04-04 15:00:00,902.0
2016-04-04 16:00:00,819.0
2016-04-04 17:00:00,943.0
2016-04-04 18:00:00,1205.0
2016-04-04 19:00:00,1320.0
2016-04-04 20:00:00,1360.0
2016-04-04 21:00:00,1129.0
2016-04-04 22:00:00,811.0
2016-04-04 23:00:00,752.0
2016-04-05 00:00:00,493.0
2016-04-05 01:00:00,277.0
2016-04-05 02:00:00,153.0
2016-04-05 03:00:00,87.0
2016-04-05 04:00:00,85.0
2016-04-05 05:00:00,124.0
2016-04-05 06:00:00,336.0
2016-04-05 07:00:00,593.0
2016-04-05 08:00:00,972.0
2016-04-05 09:00:00,1019.0
2016-04-05 10:00:00,847.0
2016-04-05 11:00:00,1077.0
